"file_x,file_y,Decision"
"img111.jpg,img114.jpg,Yes"
"img111.jpg,img112.webp,Yes"
"img113.jpg,img112.webp,Yes"
"img113.jpg,img114.jpg,Yes"
"img115.jpg,img116.jpg,Yes"
"img2.jpg,img108.jpg,No"
"img2.jpg,img107.webp,No"
"img71.webp,img83.jpg,No"
"img20.jpg,img16.jpg,No"
"img20.jpg,img17.jpg,No"
"img21.jpg,img16.jpg,No"
"img21.jpg,img17.jpg,No"
"img20.jpg,img3.jpg,No"
"img20.jpg,img12.jpg,No"
"img21.jpg,img3.jpg,No"
"img21.jpg,img12.jpg,No"
"img20.jpg,img22.jpg,No"
"img20.jpg,img23.jpg,No"
"img21.jpg,img22.jpg,No"
"img21.jpg,img23.jpg,No"
"img20.jpg,img24.jpg,No"
"img20.jpg,img25.jpg,No"
"img21.jpg,img24.jpg,No"
"img21.jpg,img25.jpg,No"
"img20.jpg,img1.jpg,No"
"img20.jpg,img2.jpg,No"
"img20.jpg,img4.jpg,No"
"img20.jpg,img5.jpg,No"
"img20.jpg,img6.jpg,No"
"img20.jpg,img7.jpg,No"
"img20.jpg,img10.jpg,No"
"img20.jpg,img11.jpg,No"
"img21.jpg,img1.jpg,No"
"img21.jpg,img2.jpg,No"
"img21.jpg,img4.jpg,No"
"img21.jpg,img5.jpg,No"
"img21.jpg,img6.jpg,No"
"img21.jpg,img7.jpg,No"
"img21.jpg,img10.jpg,No"
"img21.jpg,img11.jpg,No"
"img20.jpg,img13.jpg,No"
"img20.jpg,img14.jpg,No"
"img20.jpg,img15.jpg,No"
"img21.jpg,img13.jpg,No"
"img21.jpg,img14.jpg,No"
"img21.jpg,img15.jpg,No"
"img20.jpg,img18.jpg,No"
"img20.jpg,img19.jpg,No"
"img21.jpg,img18.jpg,No"
"img21.jpg,img19.jpg,No"
"img20.jpg,img8.jpg,No"
"img20.jpg,img9.jpg,No"
"img21.jpg,img8.jpg,No"
"img21.jpg,img9.jpg,No"
"img16.jpg,img3.jpg,No"
"img16.jpg,img12.jpg,No"
"img17.jpg,img3.jpg,No"
"img17.jpg,img12.jpg,No"
"img16.jpg,img22.jpg,No"
"img16.jpg,img23.jpg,No"
"img17.jpg,img22.jpg,No"
"img17.jpg,img23.jpg,No"
"img16.jpg,img24.jpg,No"
"img16.jpg,img25.jpg,No"
"img17.jpg,img24.jpg,No"
"img17.jpg,img25.jpg,No"
"img16.jpg,img1.jpg,No"
"img16.jpg,img2.jpg,No"
"img16.jpg,img4.jpg,No"
"img16.jpg,img5.jpg,No"
"img16.jpg,img6.jpg,No"
"img16.jpg,img7.jpg,No"
"img16.jpg,img10.jpg,No"
"img16.jpg,img11.jpg,No"
"img17.jpg,img1.jpg,No"
"img17.jpg,img2.jpg,No"
"img17.jpg,img4.jpg,No"
"img17.jpg,img5.jpg,No"
"img17.jpg,img6.jpg,No"
"img17.jpg,img7.jpg,No"
"img17.jpg,img10.jpg,No"
"img17.jpg,img11.jpg,No"
"img16.jpg,img13.jpg,No"
"img16.jpg,img14.jpg,No"
"img16.jpg,img15.jpg,No"
"img17.jpg,img13.jpg,No"
"img17.jpg,img14.jpg,No"
"img17.jpg,img15.jpg,No"
"img16.jpg,img18.jpg,No"
"img16.jpg,img19.jpg,No"
"img17.jpg,img18.jpg,No"
"img17.jpg,img19.jpg,No"
"img16.jpg,img8.jpg,No"
"img16.jpg,img9.jpg,No"
"img17.jpg,img8.jpg,No"
"img17.jpg,img9.jpg,No"
"img3.jpg,img22.jpg,No"
"img3.jpg,img23.jpg,No"
"img12.jpg,img22.jpg,No"
"img12.jpg,img23.jpg,No"
"img3.jpg,img24.jpg,No"
"img3.jpg,img25.jpg,No"
"img12.jpg,img24.jpg,No"
"img12.jpg,img25.jpg,No"
"img3.jpg,img1.jpg,No"
"img3.jpg,img2.jpg,No"
"img3.jpg,img4.jpg,No"
"img3.jpg,img5.jpg,No"
"img3.jpg,img6.jpg,No"
"img3.jpg,img7.jpg,No"
"img3.jpg,img10.jpg,No"
"img3.jpg,img11.jpg,No"
"img12.jpg,img1.jpg,No"
"img12.jpg,img2.jpg,No"
"img12.jpg,img4.jpg,No"
"img12.jpg,img5.jpg,No"
"img12.jpg,img6.jpg,No"
"img12.jpg,img7.jpg,No"
"img12.jpg,img10.jpg,No"
"img12.jpg,img11.jpg,No"
"img3.jpg,img13.jpg,No"
"img3.jpg,img14.jpg,No"
"img3.jpg,img15.jpg,No"
"img12.jpg,img13.jpg,No"
"img12.jpg,img14.jpg,No"
"img12.jpg,img15.jpg,No"
"img3.jpg,img18.jpg,No"
"img3.jpg,img19.jpg,No"
"img12.jpg,img18.jpg,No"
"img12.jpg,img19.jpg,No"
"img3.jpg,img8.jpg,No"
"img3.jpg,img9.jpg,No"
"img12.jpg,img8.jpg,No"
"img12.jpg,img9.jpg,No"
"img22.jpg,img24.jpg,No"
"img22.jpg,img25.jpg,No"
"img23.jpg,img24.jpg,No"
"img23.jpg,img25.jpg,No"
"img22.jpg,img1.jpg,No"
"img22.jpg,img2.jpg,No"
"img22.jpg,img4.jpg,No"
"img22.jpg,img5.jpg,No"
"img22.jpg,img6.jpg,No"
"img22.jpg,img7.jpg,No"
"img22.jpg,img10.jpg,No"
"img22.jpg,img11.jpg,No"
"img23.jpg,img1.jpg,No"
"img23.jpg,img2.jpg,No"
"img23.jpg,img4.jpg,No"
"img23.jpg,img5.jpg,No"
"img23.jpg,img6.jpg,No"
"img23.jpg,img7.jpg,No"
"img23.jpg,img10.jpg,No"
"img23.jpg,img11.jpg,No"
"img22.jpg,img13.jpg,No"
"img22.jpg,img14.jpg,No"
"img22.jpg,img15.jpg,No"
"img23.jpg,img13.jpg,No"
"img23.jpg,img14.jpg,No"
"img23.jpg,img15.jpg,No"
"img22.jpg,img18.jpg,No"
"img22.jpg,img19.jpg,No"
"img23.jpg,img18.jpg,No"
"img23.jpg,img19.jpg,No"
"img22.jpg,img8.jpg,No"
"img22.jpg,img9.jpg,No"
"img23.jpg,img8.jpg,No"
"img23.jpg,img9.jpg,No"
"img24.jpg,img1.jpg,No"
"img24.jpg,img2.jpg,No"
"img24.jpg,img4.jpg,No"
"img24.jpg,img5.jpg,No"
"img24.jpg,img6.jpg,No"
"img24.jpg,img7.jpg,No"
"img24.jpg,img10.jpg,No"
"img24.jpg,img11.jpg,No"
"img25.jpg,img1.jpg,No"
"img25.jpg,img2.jpg,No"
"img25.jpg,img4.jpg,No"
"img25.jpg,img5.jpg,No"
"img25.jpg,img6.jpg,No"
"img25.jpg,img7.jpg,No"
"img25.jpg,img10.jpg,No"
"img25.jpg,img11.jpg,No"
"img24.jpg,img13.jpg,No"
"img24.jpg,img14.jpg,No"
"img24.jpg,img15.jpg,No"
"img25.jpg,img13.jpg,No"
"img25.jpg,img14.jpg,No"
"img25.jpg,img15.jpg,No"
"img24.jpg,img18.jpg,No"
"img24.jpg,img19.jpg,No"
"img25.jpg,img18.jpg,No"
"img25.jpg,img19.jpg,No"
"img24.jpg,img8.jpg,No"
"img24.jpg,img9.jpg,No"
"img25.jpg,img8.jpg,No"
"img25.jpg,img9.jpg,No"
"img1.jpg,img13.jpg,No"
"img1.jpg,img14.jpg,No"
"img1.jpg,img15.jpg,No"
"img2.jpg,img13.jpg,No"
"img2.jpg,img14.jpg,No"
"img2.jpg,img15.jpg,No"
"img4.jpg,img13.jpg,No"
"img4.jpg,img14.jpg,No"
"img4.jpg,img15.jpg,No"
"img5.jpg,img13.jpg,No"
"img5.jpg,img14.jpg,No"
"img5.jpg,img15.jpg,No"
"img6.jpg,img13.jpg,No"
"img6.jpg,img14.jpg,No"
"img6.jpg,img15.jpg,No"
"img7.jpg,img13.jpg,No"
"img7.jpg,img14.jpg,No"
"img7.jpg,img15.jpg,No"
"img10.jpg,img13.jpg,No"
"img10.jpg,img14.jpg,No"
"img10.jpg,img15.jpg,No"
"img11.jpg,img13.jpg,No"
"img11.jpg,img14.jpg,No"
"img11.jpg,img15.jpg,No"
"img1.jpg,img18.jpg,No"
"img1.jpg,img19.jpg,No"
"img2.jpg,img18.jpg,No"
"img2.jpg,img19.jpg,No"
"img4.jpg,img18.jpg,No"
"img4.jpg,img19.jpg,No"
"img5.jpg,img18.jpg,No"
"img5.jpg,img19.jpg,No"
"img6.jpg,img18.jpg,No"
"img6.jpg,img19.jpg,No"
"img7.jpg,img18.jpg,No"
"img7.jpg,img19.jpg,No"
"img10.jpg,img18.jpg,No"
"img10.jpg,img19.jpg,No"
"img11.jpg,img18.jpg,No"
"img11.jpg,img19.jpg,No"
"img1.jpg,img8.jpg,No"
"img1.jpg,img9.jpg,No"
"img2.jpg,img8.jpg,No"
"img2.jpg,img9.jpg,No"
"img4.jpg,img8.jpg,No"
"img4.jpg,img9.jpg,No"
"img5.jpg,img8.jpg,No"
"img5.jpg,img9.jpg,No"
"img6.jpg,img8.jpg,No"
"img6.jpg,img9.jpg,No"
"img7.jpg,img8.jpg,No"
"img7.jpg,img9.jpg,No"
"img10.jpg,img8.jpg,No"
"img10.jpg,img9.jpg,No"
"img11.jpg,img8.jpg,No"
"img11.jpg,img9.jpg,No"
"img13.jpg,img18.jpg,No"
"img13.jpg,img19.jpg,No"
"img14.jpg,img18.jpg,No"
"img14.jpg,img19.jpg,No"
"img15.jpg,img18.jpg,No"
"img15.jpg,img19.jpg,No"
"img13.jpg,img8.jpg,No"
"img13.jpg,img9.jpg,No"
"img14.jpg,img8.jpg,No"
"img14.jpg,img9.jpg,No"
"img15.jpg,img8.jpg,No"
"img15.jpg,img9.jpg,No"
"img18.jpg,img8.jpg,No"
"img18.jpg,img9.jpg,No"
"img19.jpg,img8.jpg,No"
"img19.jpg,img9.jpg,No"
